,GEOID,COUNTY,LAT,LON,age_median,agg_travel_time,agg_travel_time_2011,contract_rent_25q,contract_rent_50q,contract_rent_75q,county,gross_rent_median,gross_rent_median_2011,household_income_median,household_income_median_2011,households,housing_median_value,housing_median_value_2011,housing_occupied,housing_owner_occupied,housing_renter_occupied,housing_units,housing_units_2011,housingcost_w_mort_2011,housingcost_w_mortgage,housingcost_wo_mort_2011,housingcost_wo_mortgage,male,mort_cost_%_of_income,mort_cost_%_of_income_2011,pop_over16_work,pop_over25_edu,pop_over25_edu_HS,pop_over25_edu_bach,pop_over25_edu_coll,pop_over25_edu_grad,pop_over25_edu_less_HS,population,population_2011,population_under18,poverty,poverty_2011,rs_tax_median_w_mort,tract,vacancy,white,geo_header,accommodates,bathrooms,bedrooms,beds,dailyrate,number_of_reviews,review_scores_location,review_scores_rating,airbnb_listings,mean_travel_time,airbnb_monthly_equal,airbnb_rent_mult,make_rent_median,make_rent_75q,%_occupied,airbnb_trans,%_non-whites,%_vacancy,%_poverty,airbnb_housing_density,airbnb_rental_density,cap_rate,airbnb_cap_rate,housing_affordability,%_hs_or_above,%_bach_or_above,ppl_per_household,%_male,chg_gross_rent_median,chg_household_income_median,chg_housing_units,chg_population,chg_housing_value_median,chg_mort_cost,chg_mort_cost_%_of_income,%_poverty_2011,chg_%_poverty,cap_rate_differential,id,coffee_count,green_rides,noise_count,uber_rides,bar_count,yellow_rides
299,36005040701,5,40.8715794,-73.8902604,34.4,,,853,983,1226,005,1145,1116,31045,23662,1141,,,1141,0,1141,1262,1256,,,,,1470,,,1227,1991,498,196,491,42,764,3260,3680,907,1186,1130,,040701,121,545,36,1.5,1.0,1.0,1.0,47.5,6.0,9.5,100.0,2.0,,1448.75,1.26528384279,24.1052631579,25.8105263158,90.412044374,2,83.282208589,9.58795562599,36.3803680982,0.158478605388,0.175284837862,,,,61.6273229533,11.9537920643,2.85714285714,45.0920245399,29.0,7383.0,6.0,-420.0,,,,30.7065217391,5.67384635903,,,0.0,7034.0,1974.0,87.0,4.0,138.0
300,36005040702,5,40.8691424,-73.8869998,29.9,89410,99140,628,929,1126,005,1038,1002,27951,29980,2546,450000,368000,2546,78,2468,2722,2520,4001,,855,,3250,,45.8,2309,4093,1117,301,1099,250,1326,6839,6138,1994,2170,1069,,040702,176,1368,36,1.5,1.0,1.0,1.0,52.5,1.5,8.0,90.0,2.0,38.7223906453,1601.25,1.5426300578,19.7714285714,21.4476190476,93.5341660544,2,79.9970755958,6.46583394563,31.7297850563,0.0734753857458,0.0810372771475,2.768,4.27,,67.6032250183,13.4620083069,2.6861743912,47.5215674806,36.0,-2029.0,202.0,701.0,82000.0,,,17.4160964484,14.3136886079,1.502,1.0,1.0,1717.0,1063.0,9.0,0.0,51.0
301,36005040800,5,40.8897426,-73.861742,32.3,80000,56635,879,1021,1226,005,1174,1091,30428,33721,1452,284000,445800,1452,183,1269,1590,1549,2727,2275,997,542,2022,26.8,44.3,1581,2333,758,331,639,153,452,4191,4011,1255,1233,1178,3511,040800,138,482,36,1.0,1.0,1.0,1.0,40.0,2.0,10.0,100.0,1.0,50.6008855155,1220.0,1.03918228279,29.35,30.65,91.320754717,1,88.4991648771,8.67924528302,29.4201861131,0.062893081761,0.0788022064618,4.96056338028,5.15492957746,27.8644688645,80.6258036862,20.7458208315,2.88636363636,48.246241947,83.0,-3293.0,41.0,180.0,-161800.0,-452.0,-17.5,29.3692346048,0.0509515082628,0.194366197183,,0.0,376.0,1228.0,4.0,0.0,19.0
302,36005040900,5,40.87704,-73.8943325,38.9,64050,58795,855,966,1116,005,997,943,50669,53795,1298,49300,118800,1298,203,1095,1336,1317,1304,,221,183,1590,,12.5,1402,2458,1077,390,509,128,354,3500,3702,714,428,273,,040900,38,629,36,2.0,1.0,1.0,1.0,52.0,7.0,9.0,97.0,1.0,45.6847360913,1586.0,1.59077231695,19.1730769231,21.4615384615,97.1556886228,1,82.0285714286,2.84431137725,12.2285714286,0.0748502994012,0.0913242009132,24.2677484787,38.6044624746,,85.5980471928,21.0740439382,2.69645608629,45.4285714286,54.0,-3126.0,19.0,-202.0,-69500.0,,,7.37439222042,4.85417920815,14.3367139959,1.0,1.0,146.0,1.0,62.0,0.0,14.0
303,36005041100,5,40.875562,-73.8871522,30.1,48990,44205,855,1105,1253,005,1299,1132,32127,41336,1114,187200,163500,1114,171,943,1188,1177,1388,1569,328,243,1289,46.3,19.3,1326,1820,761,282,393,53,331,2928,2677,754,873,625,2564,041100,74,513,36,1.5,1.0,1.0,1.0,87.5,1.0,10.0,80.0,2.0,36.9457013575,2668.75,2.05446497306,14.8457142857,14.32,93.771043771,2,82.4795081967,6.22895622896,29.8155737705,0.16835016835,0.212089077413,8.32692307692,17.1073717949,42.6585404716,81.8131868132,18.4065934066,2.62836624776,44.0232240437,167.0,-9209.0,11.0,251.0,23700.0,181.0,27.0,23.3470302578,6.46854351274,8.78044871795,1.0,1.0,3493.0,1182.0,141.0,0.0,101.0
304,36005041300,5,40.8741039,-73.8851968,33.8,143010,126525,804,1014,1217,005,1129,1054,37719,35946,2858,225700,173000,2858,145,2713,2966,3100,1292,2602,,,3783,25.7,17.3,3511,5059,1171,586,1550,278,1474,7598,7735,1868,1891,1843,1856,041300,108,1590,36,1.5,1.0,1.0,1.125,69.375,8.25,8.8,96.6,8.0,40.7319851894,2115.9375,1.87416961913,16.2738738739,17.5423423423,96.3587322994,8,79.073440379,3.64126770061,24.8881284549,0.269723533378,0.294876520457,6.0026583961,11.25,30.2003266718,70.8638070765,17.0784740067,2.65850244927,49.789418268,75.0,1773.0,-134.0,-137.0,52700.0,1310.0,8.4,23.8267614738,1.06136698104,5.2473416039,,0.0,1025.0,1471.0,45.0,0.0,46.0
305,36005041400,5,40.9035525,-73.854095,37.1,94590,,950,1111,1244,005,1196,1113,54583,51083,1625,405000,397500,1625,719,906,1827,1796,2923,3157,775,820,2432,37,43.8,2234,3265,1166,562,750,315,472,4834,5051,1027,515,749,2997,041400,202,487,36,1.0,2.0,1.0,1.0,200.0,0.0,,,1.0,42.3410922113,6100.0,5.10033444816,5.98,6.22,88.9436234264,1,89.9255275134,11.0563765736,10.6537029375,0.0547345374932,0.110375275938,3.5437037037,18.0740740741,36.0198236723,85.5436447167,26.8606431853,2.97476923077,50.3103020273,83.0,3500.0,31.0,-217.0,7500.0,234.0,-6.8,14.8287467828,-4.17504384529,14.5303703704,,0.0,356.0,669.0,361.0,0.0,155.0
306,36005041500,5,40.8701057,-73.8835532,33.1,,,938,1086,1246,005,1187,1090,33890,29974,2207,155000,225000,2207,100,2107,2352,2325,1247,1239,320,,2983,16.5,40.2,2626,3661,1019,521,1204,128,789,5449,5475,772,1367,1579,,041500,145,821,36,1.33333333333,1.0,0.666666666667,1.0,63.3333333333,5.33333333333,9.0,89.0,3.0,,1931.66666667,1.62735186745,18.7421052632,19.6736842105,93.8350340136,3,84.9330152322,6.16496598639,25.0871719582,0.127551020408,0.142382534409,9.18967741935,14.9548387097,56.9847995695,78.4485113357,17.7273968861,2.46896239239,54.7439897229,97.0,3916.0,27.0,-26.0,-70000.0,-8.0,-23.7,28.8401826484,-3.75301069024,5.76516129032,1.0,1.0,3139.0,1868.0,250.0,3.0,93.0
307,36005041800,5,40.8971161,-73.8584601,34.9,,83340,823,1004,1251,005,1179,1095,38178,42875,1281,431100,490300,1281,225,1056,1316,1297,3351,3141,437,1001,1748,50,50,1541,2346,770,379,503,106,588,3804,4015,1021,1334,763,3711,041800,35,312,36,3.0,1.0,1.0,2.0,90.0,15.0,10.0,100.0,1.0,,2745.0,2.32824427481,13.1,13.9,97.3404255319,1,91.7981072555,2.65957446809,35.0683491062,0.0759878419453,0.094696969697,3.28183716075,7.64091858038,25.3223495702,74.9360613811,20.673486786,2.96955503513,45.9516298633,84.0,-4697.0,19.0,-211.0,-59200.0,-210.0,0.0,19.00373599,16.0646131162,4.35908141962,,0.0,131.0,715.0,1.0,1.0,25.0
308,36005041900,5,40.8768595,-73.8816851,34.7,122955,,892,1043,1191,005,1137,1030,37143,31801,2544,405600,508300,2544,105,2439,2572,2640,2483,2089,,1001,3198,23.4,34.8,2672,4395,1307,649,1048,348,1043,6965,6022,1996,1771,1728,3281,041900,28,1801,36,3.0,1.0,1.0,1.0,49.6666666667,6.33333333333,8.5,93.0,3.0,46.0160928144,1514.83333333,1.33230724128,22.8926174497,23.9798657718,98.9113530327,3,74.1421392678,1.08864696734,25.4271356784,0.116640746501,0.123001230012,3.36390532544,4.48175542406,37.0422450933,76.268486917,22.6848691695,2.73781446541,45.9152907394,107.0,5342.0,-68.0,943.0,-102700.0,-394.0,-11.4,28.6947857855,-3.26765010706,1.11785009862,,0.0,2615.0,1256.0,62.0,0.0,59.0
309,36005042000,5,40.8930261,-73.8598558,35.3,59080,56760,770,1014,1220,005,1113,1097,24670,38958,1352,306900,282100,1352,171,1181,1461,1443,2175,2438,635,588,1628,29.9,13.5,1219,2140,578,194,607,58,703,3397,3698,855,889,846,3139,042000,109,368,36,,,,,,,,,,48.4659557014,,,,,92.5393566051,0,89.1669119812,7.46064339493,26.1701501325,0.0,0.0,4.35190615836,,21.0811457479,67.1495327103,11.7757009346,2.5125739645,47.9246393877,16.0,-14288.0,18.0,-301.0,24800.0,263.0,16.4,22.8772309356,3.29291919683,,,0.0,1093.0,1145.0,53.0,0.0,61.0
310,36005042100,5,40.8814794,-73.8827627,30.5,91310,,784,984,1184,005,1111,988,39231,50833,2130,141700,179800,2130,42,2088,2400,2463,1631,633,,,2772,10,29.8,2339,3437,733,425,715,403,1161,5717,5975,1441,1647,1262,,042100,270,1718,36,4.4,1.0,1.2,2.2,74.0,5.6,8.0,82.0,5.0,39.0380504489,2257.0,2.03150315032,15.0135135135,16.0,88.75,5,69.9492740948,11.25,28.8088158125,0.208333333333,0.239463601533,9.40860973888,19.1136203246,129.117298578,66.2205411696,24.0907768403,2.68403755869,48.4869686899,123.0,-11602.0,-63.0,-258.0,-38100.0,-998.0,-19.8,21.1213389121,7.68747690036,9.70501058574,1.0,1.0,13038.0,2530.0,305.0,0.0,221.0
311,36005042200,5,40.8910968,-73.8552807,38.9,63270,,936,1124,1332,005,1247,1111,52656,47861,1044,339200,350000,1044,494,550,1145,1171,2554,2194,685,849,1318,32,46.2,1268,2239,865,359,653,61,301,3287,3316,719,289,460,4293,042200,101,473,36,3.0,1.0,1.0,2.0,150.0,0.0,,,1.0,49.8974763407,4575.0,3.66880513232,8.31333333333,8.88,91.1790393013,1,85.609978704,8.82096069869,8.79221174323,0.0873362445415,0.181818181818,4.41155660377,16.1851415094,50.0,86.5564984368,18.7583742742,3.14846743295,40.0973532096,136.0,4795.0,-26.0,-29.0,-10800.0,-360.0,-14.2,13.8721351025,-5.0799233593,11.7735849057,1.0,1.0,78.0,953.0,30.0,0.0,20.0
312,36005042300,5,40.877008,-73.8773556,31,,68100,934,1079,1232,005,1218,1133,40151,38875,1462,459500,498200,1462,65,1397,1487,1438,2922,3017,1001,,1855,44.3,34.2,1404,2647,734,395,720,160,638,4203,4037,1216,1444,1072,3147,042300,25,1128,36,2.0,1.16666666667,1.0,1.0,80.0,17.6666666667,9.0,95.0,3.0,,2440.0,2.00328407225,15.225,15.4,98.3187626093,3,73.1620271235,1.68123739072,34.3564120866,0.201748486886,0.214745884037,3.18084874864,6.37214363439,27.725527566,75.8972421609,20.9671326029,2.87482900137,44.1351415655,85.0,1276.0,49.0,166.0,-38700.0,95.0,10.1,26.5543720585,7.80204002815,3.19129488575,2.0,2.0,4841.0,1240.0,95.0,0.0,121.0
313,36005042400,5,40.8892857,-73.8495425,37.4,53840,60655,757,1083,1335,005,1174,1256,57500,55726,830,374600,348100,830,399,431,870,869,2304,2572,682,828,1472,39.2,38.1,1024,1808,485,318,518,99,388,2891,3030,716,458,268,3281,042400,40,319,36,3.0,1.0,1.0,2.0,79.0,6.0,9.0,97.0,1.0,52.578125,2409.5,2.05238500852,14.8607594937,16.8987341772,95.4022988506,1,88.9657557938,4.59770114943,15.842269111,0.114942528736,0.232018561485,3.7608115323,7.71863320876,46.5752980819,78.5398230088,23.064159292,3.48313253012,50.9166378416,-82.0,1774.0,1.0,-139.0,26500.0,268.0,1.1,8.84488448845,6.99738462259,3.95782167645,1.0,1.0,122.0,273.0,22.0,0.0,10.0
314,36005042500,5,40.8710168,-73.8790971,26.9,121810,120820,838,1121,1343,005,1194,1151,35392,36035,2172,476700,481500,2172,160,2012,2295,2268,2697,2931,,,3404,49.6,46.9,2754,3675,1379,468,923,83,822,6637,6929,1918,2247,1868,3591,042500,123,1565,36,4.0,1.0,0.5,2.5,122.5,10.0,8.0,92.0,2.0,44.2302106028,3736.25,3.12918760469,9.74693877551,10.9632653061,94.6405228758,2,76.4200693084,5.35947712418,33.8556576767,0.0871459694989,0.0994035785288,3.00566393958,9.40528634361,25.1563743887,77.6326530612,14.9931972789,3.05570902394,51.2882326352,43.0,-643.0,27.0,-292.0,-4800.0,234.0,2.7,26.9591571655,6.89650051112,6.39962240403,,0.0,3112.0,1197.0,34.0,2.0,112.0
315,36005042600,5,40.8908411,-73.8419292,37.7,133500,132315,1064,1406,1715,005,1554,1444,61250,67540,2048,447000,471900,2048,1361,687,2172,2231,2458,2598,881,1001,3069,34.9,39.4,3055,4677,1868,817,991,399,602,7198,8074,1744,1189,1103,3257,042600,124,221,36,4.0,1.0,1.0,2.0,97.0,0.0,,,1.0,43.6988543372,2958.5,1.9037966538,16.0206185567,17.6804123711,94.2909760589,1,96.9297026952,5.70902394107,16.5184773548,0.0460405156538,0.145560407569,4.17181208054,7.94228187919,49.116307416,87.128501176,25.9995723755,3.5146484375,42.6368435677,110.0,-6290.0,-59.0,-876.0,-24900.0,140.0,-4.5,13.6611345058,2.857342849,3.77046979866,,0.0,39.0,404.0,45.0,0.0,9.0
316,36005042800,5,40.8945094,-73.845703,40.3,40565,42530,1041,1198,1430,005,1327,1191,61515,69274,696,383200,406700,696,431,265,741,734,2500,2559,794,762,869,42.6,34.9,960,1521,507,298,343,166,207,2043,2097,382,218,265,3603,042800,45,127,36,,,,,,,,,,42.2552083333,,,,,93.9271255061,0,93.7836514929,6.07287449393,10.6705824767,0.0,0.0,4.15553235908,,50.0805978898,86.3905325444,30.5062458909,2.93534482759,42.5354870289,136.0,-7759.0,7.0,-54.0,-23500.0,59.0,7.7,12.6371006199,-1.96651814318,,,0.0,30.0,359.0,5.0,0.0,7.0
317,36005042901,5,40.8749499,-73.8742925,32.1,52085,56810,794,1022,1205,005,1164,1041,37317,31000,1171,429600,350000,1171,84,1087,1275,1247,1684,3318,668,,1769,50,13.7,1163,2257,624,403,447,101,682,3777,2940,1147,1387,1017,4341,042901,104,962,36,2.0,1.0,1.0,1.0,67.8,1.2,9.0,100.0,5.0,44.785038693,2067.9,1.77654639175,17.1681415929,17.7728613569,91.8431372549,5,74.5300503045,8.1568627451,36.722266349,0.392156862745,0.459981600736,3.25139664804,5.77625698324,23.430907173,69.7828976518,22.3305272486,3.22544833476,46.8361133174,123.0,6317.0,28.0,837.0,79600.0,1634.0,36.3,34.5918367347,2.13042961426,2.5248603352,,0.0,258.0,1000.0,6.0,0.0,34.0
318,36005042902,5,40.8771332,-73.8739243,31.2,70365,63315,857,1052,1241,005,1159,995,26823,30481,1495,179700,345000,1495,147,1348,1565,1475,2114,2261,143,165,1784,50,26.1,1416,2411,673,262,593,141,742,4086,3624,1342,1214,976,1942,042902,70,897,36,2.5,1.0,1.0,1.0,37.5,5.5,7.0,70.0,2.0,49.6927966102,1143.75,0.986842105263,30.9066666667,33.0933333333,95.5271565495,2,78.046989721,4.47284345048,29.7112090064,0.127795527157,0.148367952522,7.73956594324,7.63772954925,24.7152808492,69.2243882207,16.7150559934,2.73311036789,43.6612824278,164.0,-3658.0,90.0,462.0,-165300.0,147.0,23.9,26.9315673289,2.77964167744,-0.10183639399,,0.0,2469.0,2424.0,57.0,0.0,91.0
319,36005043000,5,40.8934599,-73.8506574,37.6,,46325,741,851,979,005,954,884,51399,45096,1037,398300,388300,1037,628,409,1076,1086,2617,2706,769,741,1511,39.6,50,1429,2482,668,544,651,167,452,3550,3010,730,357,535,3153,043000,39,334,36,1.0,1.0,1.0,1.0,150.0,0.0,,,1.0,,4575.0,4.79559748428,6.36,6.52666666667,96.375464684,1,90.5915492958,3.62453531599,10.0563380282,0.092936802974,0.244498777506,2.87421541552,13.7835802159,39.5717849224,81.7888799355,28.6462530218,3.42333654773,42.5633802817,70.0,6303.0,-10.0,540.0,10000.0,89.0,-10.4,17.7740863787,-7.71774835057,10.9093648004,,0.0,30.0,221.0,7.0,0.0,13.0
320,36005043100,5,40.8849455,-73.8784935,34,,,863,1029,1192,005,1158,1046,32745,32889,3318,341500,343800,3318,156,3162,3622,3646,1429,1583,730,,4603,18.8,19.7,4213,6654,2124,857,1270,437,1966,10419,10320,2630,2385,2828,2581,043100,304,1654,36,,,,,,,,,,,,,,,91.6068470458,0,84.1251559651,8.39315295417,22.8908724446,0.0,0.0,4.06910688141,,43.0945988629,70.4538623384,19.4469492035,3.14014466546,44.1789039255,112.0,-144.0,-24.0,99.0,-2300.0,154.0,-0.9,27.4031007752,-4.51222833062,,,0.0,2070.0,1108.0,210.0,0.0,76.0
321,36005043400,5,40.898211,-73.8523371,34.5,68075,66510,901,1045,1225,005,1171,1096,45136,42880,1262,474100,500000,1262,290,972,1348,1333,2833,3138,755,760,1828,50,50,1556,2178,785,291,462,50,590,3709,3800,1111,563,658,4554,043400,86,354,36,4.0,1.0,2.0,2.0,157.5,0.0,,,2.0,43.75,4803.75,4.10226302306,7.43492063492,7.77777777778,93.6201780415,2,90.4556484228,6.37982195846,15.1792936101,0.148367952522,0.205761316872,2.96393165999,12.1588272516,29.9660080731,72.9109274564,15.6565656566,2.93898573693,49.285521704,75.0,2256.0,15.0,-91.0,-25900.0,305.0,0.0,17.3157894737,-2.13649586355,9.19489559165,2.0,2.0,132.0,510.0,17.0,0.0,17.0
322,36005043500,5,40.8952111,-73.8811111,23.7,,,328,658,808,005,708,,20417,21250,21,,157500,21,10,11,26,18,,,650,,24,,,26,26,0,0,11,0,15,55,18,9,0,0,,043500,5,0,36,,,,,,,,,,,,,,,80.7692307692,0,100.0,19.2307692308,0.0,0.0,0.0,,,,42.3076923077,0.0,2.61904761905,43.6363636364,,-833.0,8.0,37.0,,,,0.0,0.0,,1.0,1.0,73.0,1.0,6.0,0.0,62.0
323,36005043600,5,40.8972795,-73.849759,39.3,51645,42200,870,1000,1218,005,1139,1117,57645,42214,722,368700,366100,722,404,318,752,745,2295,2323,763,598,1267,42.7,50,1123,1625,545,359,371,118,232,2264,1985,433,408,291,2996,043600,30,153,36,,,,,,,,,,45.9884238646,,,,,96.0106382979,0,93.24204947,3.98936170213,18.0212014134,0.0,0.0,3.70707892596,,51.6976969436,85.7230769231,29.3538461538,3.13573407202,55.9628975265,22.0,15431.0,7.0,279.0,2600.0,28.0,-7.3,14.6599496222,3.36125179126,,,0.0,18.0,337.0,3.0,0.0,1.0
324,36005044200,5,40.9038676,-73.8462552,36.5,78950,74020,841,998,1187,005,1135,991,38849,38261,1261,415700,369900,1261,482,779,1316,1316,3350,3577,780,884,1987,50,50,1490,2620,955,261,615,189,600,4108,4111,1027,1001,837,3525,044200,55,299,36,1.0,1.0,1.0,1.0,125.0,0.0,,,1.0,52.9865771812,3812.5,3.359030837,9.08,9.496,95.820668693,1,92.7215189873,4.17933130699,24.3670886076,0.0759878419453,0.12836970475,3.2764012509,11.0055328362,22.6266191408,77.0992366412,17.1755725191,3.25773195876,48.3690360273,144.0,588.0,0.0,-3.0,45800.0,227.0,0.0,20.36000973,4.0070788776,7.72913158528,,0.0,463.0,688.0,2478.0,0.0,652.0
325,36005044400,5,40.8995005,-73.8437344,42,,,915,1222,1643,005,1444,1407,59656,63026,1237,382200,396300,1237,705,532,1348,1397,2270,2528,977,964,1589,39.6,36.3,1528,2406,802,485,496,143,480,3617,4055,730,593,271,3522,044400,111,297,36,1.0,1.0,1.0,1.0,100.0,0.0,,,1.0,,3050.0,2.11218836565,14.44,16.43,91.765578635,1,91.7887752281,8.23442136499,16.3948023224,0.0741839762611,0.187969924812,4.53375196232,9.57613814757,49.1627109705,80.0498753117,26.1014131338,2.92400970089,43.9314348908,37.0,-3370.0,-49.0,-438.0,-14100.0,258.0,3.3,6.68310727497,9.7116950474,5.04238618524,,0.0,42.0,502.0,16.0,0.0,11.0
326,36005044800,5,40.8954712,-73.8413102,43.3,53705,,923,1464,1746,005,1605,1756,82303,80505,643,377400,398700,643,489,154,694,708,2353,2453,861,990,1032,32.1,32.9,1192,1730,731,422,330,139,108,2184,2435,365,145,103,2920,044800,51,168,36,,,,,,,,,,45.0545302013,,,,,92.65129683,0,92.3076923077,7.34870317003,6.63919413919,0.0,0.0,5.10333863275,,69.8999524392,93.7572254335,32.4277456647,3.3965785381,47.2527472527,-151.0,1798.0,-14.0,-251.0,-21300.0,100.0,-0.8,4.22997946612,2.40921467308,,,0.0,30.0,180.0,58.0,1.0,30.0
327,36005044901,5,40.8974999,-73.8733943,38.4,,,878,1112,1420,005,1244,1198,67537,62500,723,336300,434300,723,327,396,847,907,1742,2288,926,852,756,24.4,27.5,742,1127,327,175,250,222,153,1669,1857,427,196,76,3941,044901,124,1392,36,,,,,,,,,,,,,,,85.360094451,0,16.5967645297,14.639905549,11.7435590174,0.0,0.0,4.43889384478,,61.4956657925,86.4241348713,35.2262644188,2.30843706777,45.2965847813,46.0,5037.0,-60.0,-188.0,-98000.0,546.0,-3.1,4.09262250942,7.65093650795,,1.0,1.0,94.0,112.0,13.0,2.0,147.0
328,36005044902,5,40.8988257,-73.8689887,32.3,,,917,1261,1448,005,1362,1186,54844,51154,855,435000,379000,855,215,640,942,959,2789,2383,739,1001,1101,24.5,23.5,824,1372,464,366,254,110,178,2031,1966,469,192,258,4385,044902,87,1701,36,3.33333333333,1.0,1.0,1.66666666667,81.3333333333,0.0,,,3.0,,2480.66666667,1.82134116495,16.7459016393,17.8032786885,90.7643312102,3,16.2481536189,9.23566878981,9.45347119645,0.31847133758,0.46875,3.75724137931,6.8432183908,47.9472653518,87.0262390671,34.693877551,2.37543859649,54.2097488922,176.0,3690.0,-17.0,65.0,56000.0,-406.0,1.0,13.1230925738,-3.6696213773,3.08597701149,,0.0,173.0,173.0,113.0,8.0,197.0
329,36005045101,5,40.89744,-73.8643289,33.8,23430,,1027,1203,1411,005,1391,1145,59788,56982,751,357000,500000,751,215,536,906,931,1737,3018,854,718,659,35.5,39,758,1101,299,215,282,236,69,1408,1571,154,53,110,3413,045101,155,1310,36,2.0,1.0,1.0,1.0,74.3333333333,38.6666666667,9.0,92.0,3.0,30.9102902375,2267.16666667,1.62988257848,18.7130044843,18.9820627803,82.8918322296,3,6.96022727273,17.1081677704,3.76420454545,0.331125827815,0.559701492537,4.6756302521,7.62072829132,41.2718135631,93.7329700272,40.9627611262,1.87483355526,46.8039772727,246.0,2806.0,-25.0,-163.0,-143000.0,1281.0,-3.5,7.00190961171,-3.23770506626,2.94509803922,,0.0,241.0,147.0,69.0,0.0,81.0
330,36005045102,5,40.9003655,-73.864136,38.9,,,946,1162,1381,005,1254,1130,75673,67738,859,423600,417000,859,379,480,979,967,2510,2600,784,794,936,27.4,29.3,935,1429,396,289,360,218,166,1847,1707,353,80,51,3733,045102,120,1554,36,,,,,,,,,,,,,,,87.7425944842,0,15.8635625338,12.2574055158,4.33134813211,0.0,0.0,3.55240793201,,60.6354166667,88.3834849545,35.4793561931,2.15017462165,50.6767731456,124.0,7935.0,12.0,140.0,6600.0,90.0,-1.9,2.98769771529,1.34365041682,,,0.0,334.0,120.0,117.0,4.0,136.0
331,36005045600,5,40.8873476,-73.8203804,43.5,57485,,1072,1172,1364,005,1354,1278,73309,60817,959,449700,460300,959,612,347,1054,1073,2811,2878,997,865,1564,29.8,33,1420,2328,822,374,673,173,286,3336,3120,545,604,668,3968,045600,95,868,36,,,,,,,,,,40.4823943662,,,,,90.9867172676,0,73.9808153477,9.01328273245,18.1055155875,0.0,0.0,3.61307538359,,53.0670894139,87.7147766323,23.4965635739,3.47862356621,46.8824940048,76.0,12492.0,-19.0,216.0,-10600.0,67.0,-3.2,21.4102564103,-3.30474082273,,,0.0,243.0,32.0,1557.0,3.0,421.0
332,36005045800,5,40.8858611,-73.8452028,26,,,361,538,672,005,538,524,19632,23030,1858,,,1858,0,1858,2050,2251,,,,,2062,,,1389,2748,655,261,755,22,1055,5287,6668,1809,2540,2582,,045800,192,473,36,3.5,1.0,2.0,2.5,115.5,3.0,10.0,100.0,2.0,,3522.75,6.54786245353,4.65800865801,5.81818181818,90.6341463415,2,91.0535275203,9.36585365854,48.0423680726,0.0975609756098,0.10764262648,,,,61.6084425036,10.2983988355,2.845532831,39.0013240023,14.0,-3398.0,-201.0,-1381.0,,,,38.7222555489,9.32011252374,,,0.0,192.0,2190.0,20.0,0.0,19.0
333,36005046000,5,40.8824438,-73.8426481,38,48415,,271,806,990,005,825,765,39769,37380,926,366800,378200,926,225,701,1007,1044,2556,2309,554,636,1090,34.8,44.3,992,1591,565,104,357,142,423,2608,2877,736,478,559,3931,046000,81,115,36,,,,,,,,,,48.8054435484,,,,,91.956305859,0,95.5904907975,8.04369414101,18.3282208589,0.0,0.0,2.69901853871,,35.8822361773,73.4129478316,15.4619736015,2.81641468683,41.7944785276,60.0,2389.0,-37.0,-269.0,-11400.0,-247.0,-9.5,19.4299617657,-1.10174090683,,,0.0,544.0,436.0,36.0,2.0,26.0
334,36005046201,5,40.8763935,-73.8260042,49.1,660030,537155,759,923,1146,005,933,839,44856,49302,12278,40300,57000,12278,4731,7547,12799,11899,593,902,151,99,13159,11.7,10,12272,22176,6439,3563,6612,2192,3370,28827,26083,3959,2139,2185,1487,046201,521,5610,36,2.0,1.25,1.0,1.0,107.5,6.0,9.0,93.0,2.0,53.7834093872,3278.75,3.51420150054,8.67906976744,10.6604651163,95.929369482,2,80.5390779478,4.07063051801,7.4201269643,0.0156262207985,0.0265005962634,27.7816377171,97.6302729529,103.603104213,84.8033910534,25.9514790765,2.34785795732,45.6481770562,94.0,-4446.0,900.0,2744.0,-16700.0,309.0,1.7,8.37710386075,-0.956976896448,69.8486352357,,0.0,589.0,153.0,139.0,0.0,89.0
335,36005046202,5,40.8795116,-73.8341096,37.6,,,446,980,1550,005,985,735,35096,36809,2498,366100,351600,2498,809,1689,2644,2596,2426,2031,726,1001,3558,27.9,29.8,2922,5383,1548,875,1256,507,1197,8701,7642,2269,1679,1564,2279,046202,146,666,36,2.375,1.0,1.125,1.375,70.0,6.0,8.85714285714,91.8571428571,8.0,,2135.0,2.16751269036,14.0714285714,22.1428571429,94.4780635401,8,92.34570739,5.52193645991,19.296632571,0.302571860817,0.473653049142,3.22862605845,6.99808795411,36.0003282455,77.7633289987,25.6734163106,3.48318654924,40.8918515113,250.0,-1713.0,48.0,1059.0,14500.0,-395.0,-1.9,20.465846637,-1.16921406604,3.76946189566,,0.0,305.0,444.0,52.0,0.0,72.0
336,36005048400,5,40.8863099,-73.8345657,39.1,72890,,1008,1208,1449,005,1396,1247,69950,56667,1174,347800,388300,1174,662,512,1288,1270,2947,3061,644,596,1865,44.2,48.6,1702,2531,690,461,629,179,572,3779,3660,896,308,417,3223,048400,114,356,36,5.0,1.0,2.0,1.0,125.0,0.0,,,1.0,42.8260869565,3812.5,2.73101719198,11.168,11.592,91.149068323,1,90.5795183911,8.85093167702,8.15030431331,0.0776397515528,0.1953125,4.81656124209,13.1541115584,47.6083523903,77.4002370605,25.2864480443,3.21890971039,49.3516803387,149.0,13283.0,18.0,119.0,-40500.0,114.0,-4.4,11.393442623,-3.24313830964,8.33755031627,1.0,1.0,252.0,592.0,39.0,0.0,38.0
